age_upon_outcome,animal_id_outcome,date_of_birth,outcome_subtype,outcome_type,sex_upon_outcome,age_upon_outcome_(days),age_upon_outcome_(years),age_upon_outcome_age_group,outcome_datetime,outcome_month,outcome_year,outcome_monthyear,outcome_weekday,outcome_hour,outcome_number,dob_year,dob_month,dob_monthyear,age_upon_intake,animal_id_intake,animal_type,breed,color,found_location,intake_condition,intake_type,sex_upon_intake,count,age_upon_intake_(days),age_upon_intake_(years),age_upon_intake_age_group,intake_datetime,intake_month,intake_year,intake_monthyear,intake_weekday,intake_hour,intake_number,time_in_shelter,time_in_shelter_days
14 years,A287017,2001-05-13 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2015-08-16 13:31,8,2015,Aug-15,Sunday,13,1,2001,5,Aug-15,14 years,A287017,Dog,Chihuahua Shorthair Mix,Black/White,6620 Deatonhill Dr in Austin (TX),Normal,Stray,Spayed Female,1,5110,14,"(12.5, 15.0]",2015-08-16 12:19,8,2015,Aug-15,Sunday,12,1,0 days 01:12:00.000000000,0.05
13 years,A287017,2001-05-13 0:00,,Return to Owner,Spayed Female,4745,13,"(12.5, 15.0]",2014-12-12 16:49,12,2014,Dec-14,Friday,16,2,2001,5,Dec-14,13 years,A287017,Dog,Chihuahua Shorthair Mix,Black/White,Lazy Oaks /Westgate William Cannon in Austin (TX),Aged,Stray,Spayed Female,1,4745,13,"(12.5, 15.0]",2014-12-12 7:04,12,2014,Dec-14,Friday,7,2,0 days 09:45:00.000000000,0.40625
12 years,A287217,2002-05-16 0:00,,Return to Owner,Spayed Female,4380,12,"(10.0, 12.5]",2014-10-31 13:06,10,2014,Oct-14,Friday,13,1,2002,5,Oct-14,12 years,A287217,Cat,Domestic Shorthair Mix,Black,William Cannon/Westgate in Austin (TX),Injured,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2014-10-31 7:35,10,2014,Oct-14,Friday,7,1,0 days 05:31:00.000000000,0.229861111
11 years,A290917,2002-10-15 0:00,Partner,Transfer,Spayed Female,4015,11,"(10.0, 12.5]",2014-07-08 14:46,7,2014,Jul-14,Tuesday,14,1,2002,10,Jul-14,11 years,A290917,Cat,Domestic Longhair Mix,Orange Tabby/White,Austin (TX),Normal,Owner Surrender,Spayed Female,1,4015,11,"(10.0, 12.5]",2014-06-27 16:15,6,2014,Jun-14,Friday,16,1,10 days 22:31:00.000000000,10.93819444
15 years,A291843,2002-09-23 0:00,,Return to Owner,Neutered Male,5475,15,"(12.5, 15.0]",2017-12-12 13:31,12,2017,Dec-17,Tuesday,13,1,2002,9,Dec-17,15 years,A291843,Dog,Pit Bull Mix,Brown/Tan,Austin (TX),Normal,Public Assist,Neutered Male,1,5475,15,"(12.5, 15.0]",2017-12-09 2:11,12,2017,Dec-17,Saturday,2,1,3 days 11:20:00.000000000,3.472222222
12 years,A292482,2001-11-01 0:00,,Return to Owner,Spayed Female,4380,12,"(10.0, 12.5]",2014-07-07 11:06,7,2014,Jul-14,Monday,11,1,2001,11,Jul-14,12 years,A292482,Cat,Domestic Shorthair Mix,Black/White,Wheeler St And Hemphill Park in Austin (TX),Normal,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2014-07-05 12:42,7,2014,Jul-14,Saturday,12,1,1 days 22:24:00.000000000,1.933333333
15 years,A293138,2002-04-09 0:00,Partner,Transfer,Spayed Female,5475,15,"(12.5, 15.0]",2017-04-26 12:54,4,2017,Apr-17,Wednesday,12,1,2002,4,Apr-17,15 years,A293138,Cat,Domestic Shorthair,Blue Cream/Tortie,3304 Webberville Rd in Austin (TX),Injured,Stray,Spayed Female,1,5475,15,"(12.5, 15.0]",2017-04-20 17:20,4,2017,Apr-17,Thursday,17,1,5 days 19:34:00.000000000,5.815277778
15 years,A293383,2002-10-05 0:00,,Return to Owner,Neutered Male,5475,15,"(12.5, 15.0]",2018-03-19 13:44,3,2018,Mar-18,Monday,13,1,2002,10,Mar-18,15 years,A293383,Cat,Siamese,Lynx Point,6005 Walnut Hills in Austin (TX),Sick,Stray,Neutered Male,1,5475,15,"(12.5, 15.0]",2018-03-18 18:17,3,2018,Mar-18,Sunday,18,1,0 days 19:27:00.000000000,0.810416667
12 years,A293634,2001-09-27 0:00,,Return to Owner,Spayed Female,4380,12,"(10.0, 12.5]",2014-09-01 13:10,9,2014,Sep-14,Monday,13,1,2001,9,Sep-14,12 years,A293634,Dog,Australian Shepherd Mix,Tricolor,1706 City Park Road in Austin (TX),Normal,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2014-09-01 11:36,9,2014,Sep-14,Monday,11,1,0 days 01:34:00.000000000,0.065277778
12 years,A294132,2001-01-29 0:00,,Return to Owner,Neutered Male,4380,12,"(10.0, 12.5]",2013-10-26 12:31,10,2013,Oct-13,Saturday,12,1,2001,1,Oct-13,12 years,A294132,Dog,Australian Shepherd Mix,Black/Brown,Manor Rd/Rogge Ln in Austin (TX),Normal,Stray,Neutered Male,1,4380,12,"(10.0, 12.5]",2013-10-25 18:27,10,2013,Oct-13,Friday,18,1,0 days 18:04:00.000000000,0.752777778
11 years,A294728,2002-10-31 0:00,,Return to Owner,Neutered Male,4015,11,"(10.0, 12.5]",2014-08-01 15:59,8,2014,Aug-14,Friday,15,1,2002,10,Aug-14,11 years,A294728,Dog,Chow Chow/Labrador Retriever,Brown/Buff,Mesa And Ranch Road 2222 in Austin (TX),Normal,Stray,Neutered Male,1,4015,11,"(10.0, 12.5]",2014-08-01 11:30,8,2014,Aug-14,Friday,11,1,0 days 04:29:00.000000000,0.186805556
12 years,A295822,2002-09-09 0:00,,Adoption,Spayed Female,4380,12,"(10.0, 12.5]",2015-05-09 18:47,5,2015,May-15,Saturday,18,1,2002,9,May-15,12 years,A295822,Cat,Domestic Longhair Mix,Black,3404 Touch Stone St in Austin (TX),Normal,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2014-11-16 14:14,11,2014,Nov-14,Sunday,14,1,174 days 04:33:00.000000000,174.1895833
15 years,A297699,2002-10-23 0:00,,Return to Owner,Neutered Male,5475,15,"(12.5, 15.0]",2017-11-20 15:58,11,2017,Nov-17,Monday,15,1,2002,10,Nov-17,15 years,A297699,Dog,Australian Cattle Dog Mix,Red Merle,Westgate in Austin (TX),Aged,Stray,Neutered Male,1,5475,15,"(12.5, 15.0]",2017-11-20 8:11,11,2017,Nov-17,Monday,8,1,0 days 07:47:00.000000000,0.324305556
18 years,A298074,1997-02-07 0:00,,Return to Owner,Spayed Female,6570,18,"(17.5, 20.0]",2015-09-07 11:40,9,2015,Sep-15,Monday,11,1,1997,2,Sep-15,18 years,A298074,Dog,Parson Russell Terrier Mix,Black/White,1801 Westridge in Austin (TX),Normal,Stray,Spayed Female,1,6570,18,"(17.5, 20.0]",2015-09-06 14:21,9,2015,Sep-15,Sunday,14,1,0 days 21:19:00.000000000,0.888194444
13 years,A298677,2002-03-17 0:00,Suffering,Euthanasia,Spayed Female,4745,13,"(12.5, 15.0]",2015-07-27 13:59,7,2015,Jul-15,Monday,13,1,2002,3,Jul-15,13 years,A298677,Dog,German Shepherd Mix,Tan,Manor (TX),Sick,Euthanasia Request,Spayed Female,1,4745,13,"(12.5, 15.0]",2015-07-27 12:44,7,2015,Jul-15,Monday,12,1,0 days 01:15:00.000000000,0.052083333
13 years,A301824,2002-12-04 0:00,Partner,Transfer,Spayed Female,4745,13,"(12.5, 15.0]",2016-10-10 19:09,10,2016,Oct-16,Monday,19,1,2002,12,Oct-16,13 years,A301824,Cat,Domestic Shorthair,Calico,1601 Montopolis Dr in Austin (TX),Aged,Stray,Spayed Female,1,4745,13,"(12.5, 15.0]",2016-08-20 14:51,8,2016,Aug-16,Saturday,14,1,51 days 04:18:00.000000000,51.17916667
11 years,A302820,2003-03-19 0:00,Foster,Adoption,Spayed Female,4015,11,"(10.0, 12.5]",2014-07-25 10:30,7,2014,Jul-14,Friday,10,1,2003,3,Jul-14,10 years,A302820,Dog,German Shepherd Mix,Brown,Austin (TX),Normal,Owner Surrender,Spayed Female,1,3650,10,"(7.5, 10.0]",2014-02-27 14:17,2,2014,Feb-14,Thursday,14,1,147 days 20:13:00.000000000,147.8423611
16 years,A303591,2000-11-05 0:00,Partner,Transfer,Neutered Male,5840,16,"(15.0, 17.5]",2016-11-11 10:56,11,2016,Nov-16,Friday,10,1,2000,11,Nov-16,16 years,A303591,Dog,Miniature Schnauzer/Yorkshire Terrier,Black/Tan,2200 S Pleasant Valley Rd in Austin (TX),Normal,Stray,Neutered Male,1,5840,16,"(15.0, 17.5]",2016-11-03 12:24,11,2016,Nov-16,Thursday,12,1,7 days 22:32:00.000000000,7.938888889
13 years,A304036,2002-04-24 0:00,,Return to Owner,Neutered Male,4745,13,"(12.5, 15.0]",2016-04-19 13:52,4,2016,Apr-16,Tuesday,13,1,2002,4,Apr-16,13 years,A304036,Cat,Domestic Shorthair Mix,Brown Tabby/White,18513 Sandy Bottom in Pflugerville (TX),Injured,Stray,Neutered Male,1,4745,13,"(12.5, 15.0]",2016-04-19 8:22,4,2016,Apr-16,Tuesday,8,1,0 days 05:30:00.000000000,0.229166667
13 years,A304036,2002-04-24 0:00,,Adoption,Neutered Male,4745,13,"(12.5, 15.0]",2015-06-14 16:09,6,2015,Jun-15,Sunday,16,2,2002,4,Jun-15,13 years,A304036,Cat,Domestic Shorthair Mix,Brown Tabby/White,18649 Dry Pond Drive in Pflugerville (TX),Normal,Stray,Neutered Male,1,4745,13,"(12.5, 15.0]",2015-06-06 14:34,6,2015,Jun-15,Saturday,14,2,8 days 01:35:00.000000000,8.065972222
11 years,A305112,2002-11-16 0:00,,Return to Owner,Spayed Female,4015,11,"(10.0, 12.5]",2014-04-05 12:16,4,2014,Apr-14,Saturday,12,1,2002,11,Apr-14,11 years,A305112,Dog,Rat Terrier,White/Brown,5800 Berkman Dr in Austin (TX),Normal,Stray,Spayed Female,1,4015,11,"(10.0, 12.5]",2014-04-04 20:19,4,2014,Apr-14,Friday,20,1,0 days 15:57:00.000000000,0.664583333
12 years,A305674,2001-11-08 0:00,Suffering,Euthanasia,Spayed Female,4380,12,"(10.0, 12.5]",2014-07-10 18:53,7,2014,Jul-14,Thursday,18,1,2001,11,Jul-14,12 years,A305674,Dog,Siberian Husky Mix,Brown/Cream,6503 Bluff Springs in Austin (TX),Aged,Owner Surrender,Spayed Female,1,4380,12,"(10.0, 12.5]",2014-07-07 14:44,7,2014,Jul-14,Monday,14,1,3 days 04:09:00.000000000,3.172916667
13 years,A306362,2002-07-13 0:00,,Return to Owner,Spayed Female,4745,13,"(12.5, 15.0]",2015-07-18 16:40,7,2015,Jul-15,Saturday,16,1,2002,7,Jul-15,13 years,A306362,Dog,Labrador Retriever/Chow Chow,Black,Fm 1626 And South 1St in Austin (TX),Normal,Stray,Spayed Female,1,4745,13,"(12.5, 15.0]",2015-07-18 14:46,7,2015,Jul-15,Saturday,14,1,0 days 01:54:00.000000000,0.079166667
14 years,A306965,1999-10-28 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2014-04-28 11:29,4,2014,Apr-14,Monday,11,1,1999,10,Apr-14,14 years,A306965,Dog,Chihuahua Shorthair Mix,Blue/White,11309 Bow Ct. in Austin (TX),Aged,Stray,Spayed Female,1,5110,14,"(12.5, 15.0]",2014-04-27 16:18,4,2014,Apr-14,Sunday,16,1,0 days 19:11:00.000000000,0.799305556
14 years,A307010,2003-03-04 0:00,,Return to Owner,Neutered Male,5110,14,"(12.5, 15.0]",2017-06-05 15:11,6,2017,Jun-17,Monday,15,1,2003,3,Jun-17,14 years,A307010,Dog,Beagle Mix,Tricolor,806 Castle Ridge in Austin (TX),Normal,Owner Surrender,Neutered Male,1,5110,14,"(12.5, 15.0]",2017-06-01 11:47,6,2017,Jun-17,Thursday,11,1,4 days 03:24:00.000000000,4.141666667
13 years,A307010,2003-03-04 0:00,,Return to Owner,Neutered Male,4745,13,"(12.5, 15.0]",2016-09-28 9:36,9,2016,Sep-16,Wednesday,9,2,2003,3,Sep-16,13 years,A307010,Dog,Beagle Mix,Tricolor,Freidrich Lane And St Elmo Rd in Austin (TX),Normal,Stray,Neutered Male,1,4745,13,"(12.5, 15.0]",2016-09-25 12:51,9,2016,Sep-16,Sunday,12,2,2 days 20:45:00.000000000,2.864583333
13 years,A307398,2002-11-21 0:00,Suffering,Euthanasia,Spayed Female,4745,13,"(12.5, 15.0]",2015-12-13 13:49,12,2015,Dec-15,Sunday,13,1,2002,11,Dec-15,13 years,A307398,Dog,Queensland Heeler/German Shepherd,Black/Tricolor,Lindeman Ln And Creek Bluff Cv in Travis (TX),Normal,Stray,Spayed Female,1,4745,13,"(12.5, 15.0]",2015-12-02 12:34,12,2015,Dec-15,Wednesday,12,1,11 days 01:15:00.000000000,11.05208333
12 years,A307592,2002-05-23 0:00,,Adoption,Neutered Male,4380,12,"(10.0, 12.5]",2014-06-14 15:15,6,2014,Jun-14,Saturday,15,1,2002,5,Jun-14,12 years,A307592,Cat,Domestic Longhair Mix,Orange Tabby/White,Austin (TX),Normal,Owner Surrender,Neutered Male,1,4380,12,"(10.0, 12.5]",2014-05-24 11:22,5,2014,May-14,Saturday,11,1,21 days 03:53:00.000000000,21.16180556
14 years,A308771,1999-08-16 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2014-03-02 14:40,3,2014,Mar-14,Sunday,14,1,1999,8,Mar-14,14 years,A308771,Dog,Labrador Retriever Mix,Brown,Lamar And 31St in Austin (TX),Normal,Stray,Spayed Female,1,5110,14,"(12.5, 15.0]",2014-03-01 16:44,3,2014,Mar-14,Saturday,16,1,0 days 21:56:00.000000000,0.913888889
14 years,A309706,2003-02-01 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2017-03-13 18:58,3,2017,Mar-17,Monday,18,1,2003,2,Mar-17,14 years,A309706,Dog,Pit Bull/Labrador Retriever,Black/White,Bull Creek Rd & W 40Th St in Austin (TX),Normal,Stray,Spayed Female,1,5110,14,"(12.5, 15.0]",2017-03-13 12:09,3,2017,Mar-17,Monday,12,1,0 days 06:49:00.000000000,0.284027778
13 years,A309829,2001-11-10 0:00,,Return to Owner,Intact Male,4745,13,"(12.5, 15.0]",2014-11-12 15:34,11,2014,Nov-14,Wednesday,15,1,2001,11,Nov-14,13 years,A309829,Dog,Dachshund,Brown,Sweet Leaf Lane in Pflugerville (TX),Normal,Stray,Intact Male,1,4745,13,"(12.5, 15.0]",2014-11-10 14:55,11,2014,Nov-14,Monday,14,1,2 days 00:39:00.000000000,2.027083333
11 years,A310394,2002-12-16 0:00,,Return to Owner,Spayed Female,4015,11,"(10.0, 12.5]",2014-11-17 12:04,11,2014,Nov-14,Monday,12,1,2002,12,Nov-14,11 years,A310394,Dog,Chow Chow/Cardigan Welsh Corgi,Red/White,Austin (TX),Normal,Public Assist,Spayed Female,1,4015,11,"(10.0, 12.5]",2014-11-12 12:09,11,2014,Nov-14,Wednesday,12,1,4 days 23:55:00.000000000,4.996527778
13 years,A310454,2002-01-01 0:00,,Return to Owner,Neutered Male,4745,13,"(12.5, 15.0]",2015-10-12 13:25,10,2015,Oct-15,Monday,13,1,2002,1,Oct-15,13 years,A310454,Dog,Chihuahua Shorthair Mix,Tan/White,2100 Barton Springs Rd in Austin (TX),Aged,Stray,Neutered Male,1,4745,13,"(12.5, 15.0]",2015-10-12 11:04,10,2015,Oct-15,Monday,11,1,0 days 02:21:00.000000000,0.097916667
12 years,A310938,2002-06-21 0:00,,Return to Owner,Neutered Male,4380,12,"(10.0, 12.5]",2015-04-19 12:06,4,2015,Apr-15,Sunday,12,1,2002,6,Apr-15,12 years,A310938,Cat,Domestic Shorthair,Gray/White,1201 E. Rundburg in Austin (TX),Other,Stray,Neutered Male,1,4380,12,"(10.0, 12.5]",2015-04-18 14:42,4,2015,Apr-15,Saturday,14,1,0 days 21:24:00.000000000,0.891666667
16 years,A311544,1997-01-25 0:00,,Return to Owner,Neutered Male,5840,16,"(15.0, 17.5]",2013-10-28 0:03,10,2013,Oct-13,Monday,0,1,1997,1,Oct-13,16 years,A311544,Dog,Labrador Retriever/Chinese Sharpei,Brown,Lot Ave/Ledesma Rd in Austin (TX),Aged,Stray,Neutered Male,1,5840,16,"(15.0, 17.5]",2013-10-27 13:03,10,2013,Oct-13,Sunday,13,1,0 days 11:00:00.000000000,0.458333333
13 years,A312005,2001-07-02 0:00,,Adoption,Neutered Male,4745,13,"(12.5, 15.0]",2014-10-18 16:32,10,2014,Oct-14,Saturday,16,1,2001,7,Oct-14,13 years,A312005,Cat,Siamese Mix,Lilac Point,5209 Burnet Rd in Austin (TX),Injured,Stray,Neutered Male,1,4745,13,"(12.5, 15.0]",2014-09-18 13:11,9,2014,Sep-14,Thursday,13,1,30 days 03:21:00.000000000,30.13958333
15 years,A317783,2002-02-10 0:00,,Return to Owner,Spayed Female,5475,15,"(12.5, 15.0]",2017-02-25 16:35,2,2017,Feb-17,Saturday,16,1,2002,2,Feb-17,15 years,A317783,Dog,Golden Retriever Mix,Gold,Alpine Rd And S Congress Ave in Austin (TX),Normal,Stray,Spayed Female,1,5475,15,"(12.5, 15.0]",2017-02-25 14:02,2,2017,Feb-17,Saturday,14,1,0 days 02:33:00.000000000,0.10625
13 years,A318500,2001-08-18 0:00,,Return to Owner,Neutered Male,4745,13,"(12.5, 15.0]",2014-10-08 16:13,10,2014,Oct-14,Wednesday,16,1,2001,8,Oct-14,13 years,A318500,Dog,German Shepherd Mix,Tan,Austin (TX),Normal,Public Assist,Neutered Male,1,4745,13,"(12.5, 15.0]",2014-10-01 15:41,10,2014,Oct-14,Wednesday,15,1,7 days 00:32:00.000000000,7.022222222
13 years,A318574,2003-04-19 0:00,Suffering,Euthanasia,Neutered Male,4745,13,"(12.5, 15.0]",2016-05-23 12:54,5,2016,May-16,Monday,12,1,2003,4,May-16,13 years,A318574,Cat,Domestic Shorthair,Brown Tabby,4412 Brandt Rd in Austin (TX),Normal,Stray,Neutered Male,1,4745,13,"(12.5, 15.0]",2016-04-27 18:17,4,2016,Apr-16,Wednesday,18,1,25 days 18:37:00.000000000,25.77569444
12 years,A318574,2003-04-19 0:00,,Adoption,Neutered Male,4380,12,"(10.0, 12.5]",2015-07-31 17:02,7,2015,Jul-15,Friday,17,2,2003,4,Jul-15,12 years,A318574,Cat,Domestic Shorthair,Brown Tabby,Austin (TX),Normal,Owner Surrender,Neutered Male,1,4380,12,"(10.0, 12.5]",2015-06-13 14:41,6,2015,Jun-15,Saturday,14,2,48 days 02:21:00.000000000,48.09791667
14 years,A318615,2001-02-24 0:00,Suffering,Euthanasia,Neutered Male,5110,14,"(12.5, 15.0]",2015-03-30 15:33,3,2015,Mar-15,Monday,15,1,2001,2,Mar-15,14 years,A318615,Dog,German Shepherd Mix,Black/Tan,Austin (TX),Aged,Euthanasia Request,Neutered Male,1,5110,14,"(12.5, 15.0]",2015-03-30 15:06,3,2015,Mar-15,Monday,15,1,0 days 00:27:00.000000000,0.01875
14 years,A321263,2003-05-15 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2017-11-18 13:04,11,2017,Nov-17,Saturday,13,1,2003,5,Nov-17,14 years,A321263,Dog,Australian Shepherd/Catahoula,Brown/Black,Wedgewood Dr & Braker Lane in Austin (TX),Aged,Stray,Spayed Female,1,5110,14,"(12.5, 15.0]",2017-11-16 7:30,11,2017,Nov-17,Thursday,7,1,2 days 05:34:00.000000000,2.231944444
10 years,A321341,2003-07-16 0:00,,Adoption,Spayed Female,3650,10,"(7.5, 10.0]",2014-03-30 16:38,3,2014,Mar-14,Sunday,16,1,2003,7,Mar-14,10 years,A321341,Cat,Domestic Shorthair Mix,Tortie,Austin (TX),Normal,Owner Surrender,Spayed Female,1,3650,10,"(7.5, 10.0]",2014-02-01 13:02,2,2014,Feb-14,Saturday,13,1,57 days 03:36:00.000000000,57.15
16 years,A321820,2001-03-19 0:00,,Return to Owner,Neutered Male,5840,16,"(15.0, 17.5]",2018-02-09 13:31,2,2018,Feb-18,Friday,13,1,2001,3,Feb-18,16 years,A321820,Cat,Domestic Longhair Mix,Black/White,11612 Arroyo Blanco in Austin (TX),Normal,Stray,Neutered Male,1,5840,16,"(15.0, 17.5]",2018-02-08 16:29,2,2018,Feb-18,Thursday,16,1,0 days 21:02:00.000000000,0.876388889
12 years,A322813,2003-03-26 0:00,,Return to Owner,Neutered Male,4380,12,"(10.0, 12.5]",2015-12-24 14:31,12,2015,Dec-15,Thursday,14,1,2003,3,Dec-15,12 years,A322813,Dog,Rottweiler Mix,Black/Brown,Ohlen Rd And Payton Gin in Austin (TX),Normal,Stray,Neutered Male,1,4380,12,"(10.0, 12.5]",2015-12-24 13:04,12,2015,Dec-15,Thursday,13,1,0 days 01:27:00.000000000,0.060416667
11 years,A322813,2003-03-26 0:00,,Return to Owner,Neutered Male,4015,11,"(10.0, 12.5]",2015-03-13 13:49,3,2015,Mar-15,Friday,13,2,2003,3,Mar-15,11 years,A322813,Dog,Rottweiler Mix,Black/Brown,Austin (TX),Normal,Public Assist,Neutered Male,1,4015,11,"(10.0, 12.5]",2015-03-05 14:49,3,2015,Mar-15,Thursday,14,2,7 days 23:00:00.000000000,7.958333333
12 years,A323090,2003-07-29 0:00,,Return to Owner,Spayed Female,4380,12,"(10.0, 12.5]",2016-05-22 11:22,5,2016,May-16,Sunday,11,1,2003,7,May-16,12 years,A323090,Cat,Domestic Shorthair Mix,Brown Tabby,Austin (TX),Normal,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2016-05-21 17:34,5,2016,May-16,Saturday,17,1,0 days 17:48:00.000000000,0.741666667
11 years,A323668,2003-05-15 0:00,,Return to Owner,Neutered Male,4015,11,"(10.0, 12.5]",2015-03-06 17:36,3,2015,Mar-15,Friday,17,1,2003,5,Mar-15,11 years,A323668,Dog,Australian Cattle Dog Mix,Tricolor,Jollyville Rd & Mesa Dr in Austin (TX),Normal,Stray,Neutered Male,1,4015,11,"(10.0, 12.5]",2015-03-06 10:35,3,2015,Mar-15,Friday,10,1,0 days 07:01:00.000000000,0.292361111
12 years,A325999,2003-04-30 0:00,Suffering,Euthanasia,Spayed Female,4380,12,"(10.0, 12.5]",2015-08-27 12:11,8,2015,Aug-15,Thursday,12,1,2003,4,Aug-15,12 years,A325999,Dog,Pit Bull Mix,Brown/White,Mopac Expy & Scofield Farms in Austin (TX),Normal,Stray,Spayed Female,1,4380,12,"(10.0, 12.5]",2015-08-19 22:45,8,2015,Aug-15,Wednesday,22,1,7 days 13:26:00.000000000,7.559722222
14 years,A326898,2003-04-28 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2017-05-28 13:34,5,2017,May-17,Sunday,13,1,2003,4,May-17,14 years,A326898,Cat,Domestic Shorthair Mix,Blue/White,123 East Cesar Chavez in Austin (TX),Normal,Stray,Spayed Female,1,5110,14,"(12.5, 15.0]",2017-05-27 12:15,5,2017,May-17,Saturday,12,1,1 days 01:19:00.000000000,1.054861111
10 years,A328422,2003-04-13 0:00,,Return to Owner,Neutered Male,3650,10,"(7.5, 10.0]",2014-03-17 11:55,3,2014,Mar-14,Monday,11,1,2003,4,Mar-14,10 years,A328422,Dog,Parson Russell Terrier Mix,White/Black,2243 Bagbad Rd in Austin (TX),Normal,Stray,Neutered Male,1,3650,10,"(7.5, 10.0]",2014-03-16 21:19,3,2014,Mar-14,Sunday,21,1,0 days 14:36:00.000000000,0.608333333
14 years,A329257,2003-02-20 0:00,,Return to Owner,Spayed Female,5110,14,"(12.5, 15.0]",2017-12-12 13:31,12,2017,Dec-17,Tuesday,13,1,2003,2,Dec-17,14 years,A329257,Dog,Chow Chow Mix,Tan,Austin (TX),Normal,Public Assist,Spayed Female,1,5110,14,"(12.5, 15.0]",2017-12-09 2:11,12,2017,Dec-17,Saturday,2,1,3 days 11:20:00.000000000,3.472222222
17 years,A329502,1999-01-12 0:00,Partner,Transfer,Neutered Male,6205,17,"(15.0, 17.5]",2016-01-18 14:25,1,2016,Jan-16,Monday,14,1,1999,1,Jan-16,17 years,A329502,Dog,Chihuahua Shorthair,Brown,Austin (TX),Normal,Euthanasia Request,Neutered Male,1,6205,17,"(15.0, 17.5]",2016-01-14 13:59,1,2016,Jan-16,Thursday,13,1,4 days 00:26:00.000000000,4.018055556
16 years,A329502,1999-01-12 0:00,,Return to Owner,Neutered Male,5840,16,"(15.0, 17.5]",2015-07-20 17:54,7,2015,Jul-15,Monday,17,2,1999,1,Jul-15,16 years,A329502,Dog,Chihuahua Shorthair,Brown,7205 Tumbleweed in Austin (TX),Normal,Stray,Neutered Male,1,5840,16,"(15.0, 17.5]",2015-07-19 12:54,7,2015,Jul-15,Sunday,12,2,1 days 05:00:00.000000000,1.208333333
10 years,A329835,2002-12-01 0:00,,Return to Owner,Spayed Female,3650,10,"(7.5, 10.0]",2013-11-11 18:33,11,2013,Nov-13,Monday,18,1,2002,12,Nov-13,10 years,A329835,Dog,Labrador Retriever Mix,Brown/Black,Archdale And Decker Praire Ln in Austin (TX),Normal,Stray,Spayed Female,1,3650,10,"(7.5, 10.0]",2013-11-09 16:45,11,2013,Nov-13,Saturday,16,1,2 days 01:48:00.000000000,2.075
15 years,A329871,1998-06-16 0:00,,Return to Owner,Spayed Female,5475,15,"(12.5, 15.0]",2013-11-23 11:15,11,2013,Nov-13,Saturday,11,1,1998,6,Nov-13,15 years,A329871,Dog,Chinese Sharpei/Labrador Retriever,Brown/White,2912 E 12Th in Austin (TX),Normal,Public Assist,Spayed Female,1,5475,15,"(12.5, 15.0]",2013-11-13 10:33,11,2013,Nov-13,Wednesday,10,1,10 days 00:42:00.000000000,10.02916667
14 years,A329968,1999-05-25 0:00,,Return to Owner,Neutered Male,5110,14,"(12.5, 15.0]",2013-10-21 18:43,10,2013,Oct-13,Monday,18,1,1999,5,Oct-13,14 years,A329968,Dog,Labrador Retriever,Yellow,12500 Amherst in Austin (TX),Normal,Stray,Neutered Male,1,5110,14,"(12.5, 15.0]",2013-10-21 15:06,10,2013,Oct-13,Monday,15,1,0 days 03:37:00.000000000,0.150694444
15 years,A332026,2001-12-23 0:00,,Return to Owner,Neutered Male,5475,15,"(12.5, 15.0]",2017-06-12 14:40,6,2017,Jun-17,Monday,14,1,2001,12,Jun-17,15 years,A332026,Dog,Border Collie Mix,Black/White,3225 Oak Aly in Austin (TX),Normal,Stray,Neutered Male,1,5475,15,"(12.5, 15.0]",2017-06-02 14:04,6,2017,Jun-17,Friday,14,1,10 days 00:36:00.000000000,10.025
14 years,A332246,2003-03-25 0:00,,Return to Owner,Intact Male,5110,14,"(12.5, 15.0]",2017-04-22 18:43,4,2017,Apr-17,Saturday,18,1,2003,3,Apr-17,14 years,A332246,Dog,Pit Bull,Brown/White,S Mopac Expy And Lake Austin Blvd in Austin (TX),Normal,Stray,Intact Male,1,5110,14,"(12.5, 15.0]",2017-04-22 17:27,4,2017,Apr-17,Saturday,17,1,0 days 01:16:00.000000000,0.052777778
9 years,A333659,2003-12-09 0:00,,Return to Owner,Neutered Male,3285,9,"(7.5, 10.0]",2013-10-27 19:17,10,2013,Oct-13,Sunday,19,1,2003,12,Oct-13,9 years,A333659,Dog,Cocker Spaniel Mix,Red/Black,10801 Sierra Oaks in Austin (TX),Normal,Stray,Neutered Male,1,3285,9,"(7.5, 10.0]",2013-10-27 17:58,10,2013,Oct-13,Sunday,17,1,0 days 01:19:00.000000000,0.054861111
